document_id,first_submission_month,title,decision,target_system,evaluation_domain,evaluation_setup,modality,material_origin,scoring_source,task_language
arxiv:2510.16252v2,2025-10,WEBSERV: A Full-Stack and RL-Ready Web Environment for Training Web Agents at Scale,included,"[""agent_or_tool_system""]","[""general_or_cross_domain"", ""finance_and_business"", ""software_and_coding""]","[""fixed_items"", ""interactive_loop""]","[""text"", ""image""]","[""human_or_real_world"", ""program_or_simulation""]","[""execution_or_environment""]","[""en""]"
arxiv:2510.16281v2,2025-10,Do What You Say: Steering Vision-Language-Action Models via Runtime Reasoning-Action Alignment Verification,included,"[""embodied_system""]","[""engineering""]","[""fixed_items"", ""interactive_loop""]","[""text"", ""image"", ""structured_data""]","[""human_or_real_world"", ""program_or_simulation""]","[""execution_or_environment""]","[""en""]"
arxiv:2510.16380v2,2025-10,"MoReBench: Evaluating Procedural and Pluralistic Moral Reasoning in Language Models, More than Outcomes",included,"[""answering_model""]","[""social_sciences_and_humanities""]","[""fixed_items""]","[""text""]","[""human_or_real_world"", ""generative_model""]","[""llm_judge""]","[""en""]"
arxiv:2510.16410v3,2025-10,REALM: An MLLM-Agent Framework for Open World 3D Reasoning Segmentation and Editing on Gaussian Splatting,excluded,null,null,null,null,null,null,null
arxiv:2510.16470v1,2025-10,Declarative Techniques for NL Queries over Heterogeneous Data,included,"[""answering_model"", ""agent_or_tool_system""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text"", ""structured_data""]","[""human_or_real_world"", ""generative_model"", ""program_or_simulation""]","[""execution_or_environment""]","[""en""]"
arxiv:2510.16476v1,2025-10,NP-Engine: Empowering Optimization Reasoning in Large Language Models with Verifiable Synthetic NP Problems,included,"[""answering_model""]","[""mathematics_and_formal_reasoning""]","[""fixed_items""]","[""text""]","[""program_or_simulation""]","[""execution_or_environment""]","[""en""]"
arxiv:2510.16505v3,2025-10,PRISMM-Bench: A Benchmark of Peer-Review Grounded Multimodal Inconsistencies,included,"[""answering_model""]","[""software_and_coding""]","[""fixed_items""]","[""text"", ""image""]","[""human_or_real_world"", ""generative_model""]","[""reference_or_metric""]","[""en""]"
arxiv:2510.16530v1,2025-10,"Realizing LLMs' Causal Potential Requires Science-Grounded, Novel Benchmarks",excluded,null,null,null,null,null,null,null
arxiv:2510.16559v7,2025-10,BuildArena: A Physics-Aligned Interactive Benchmark of LLMs for Engineering Construction,included,"[""agent_or_tool_system""]","[""engineering""]","[""fixed_items"", ""interactive_loop""]","[""text"", ""code""]","[""program_or_simulation""]","[""execution_or_environment""]","[""en""]"
arxiv:2510.16579v1,2025-10,Human-Aligned Code Readability Assessment with Large Language Models,included,"[""answering_model""]","[""software_and_coding""]","[""fixed_items""]","[""code"", ""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2510.16641v1,2025-10,MultiVerse: A Multi-Turn Conversation Benchmark for Evaluating Large Vision and Language Models,included,"[""answering_model""]","[""general_or_cross_domain"", ""mathematics_and_formal_reasoning"", ""software_and_coding"", ""natural_sciences""]","[""fixed_items""]","[""text"", ""image""]","[""human_or_real_world"", ""generative_model""]","[""llm_judge""]","[""en""]"
arxiv:2510.16712v3,2025-10,The Chameleon Nature of LLMs: Quantifying Multi-Turn Stance Instability in Search-Enabled Language Models,included,"[""answering_model""]","[""general_or_cross_domain"", ""natural_sciences"", ""healthcare_biomedicine"", ""social_sciences_and_humanities"", ""cybersecurity""]","[""fixed_items"", ""interactive_loop""]","[""text""]","[""generative_model""]","[""llm_judge""]","[""en""]"
arxiv:2510.16727v2,2025-10,Beacon: Single-Turn Diagnosis and Mitigation of Latent Sycophancy in Large Language Models,included,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text""]","[""human_or_real_world"", ""generative_model""]","[""reference_or_metric""]","[""en""]"
arxiv:2510.16779v1,2025-10,QuanBench: Benchmarking Quantum Code Generation with Large Language Models,included,"[""answering_model""]","[""software_and_coding"", ""natural_sciences""]","[""fixed_items""]","[""text"", ""code""]","[""human_or_real_world""]","[""execution_or_environment""]","[""en""]"
arxiv:2510.16783v1,2025-10,LC-Eval: A Bilingual Multi-Task Evaluation Benchmark for Long-Context Understanding,included,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text""]","[""generative_model"", ""human_or_real_world""]","[""reference_or_metric"", ""llm_judge""]","[""ar"", ""en""]"
arxiv:2510.16823v2,2025-10,When AI Takes the Wheel: Security Analysis of Framework-Constrained Program Generation,included,"[""answering_model""]","[""software_and_coding"", ""cybersecurity""]","[""fixed_items""]","[""text"", ""code""]","[""human_or_real_world""]","[""execution_or_environment""]","[""en""]"
arxiv:2510.16829v1,2025-10,Who's Asking? Simulating Role-Based Questions for Conversational AI Evaluation,included,"[""answering_model""]","[""healthcare_biomedicine""]","[""fixed_items""]","[""text""]","[""generative_model""]","[""other_model_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2510.16917v2,2025-10,SAKE: Towards Editing Auditory Attribute Knowledge of Large Audio-Language Models,included,"[""answering_model""]","[""general_or_cross_domain"", ""language_and_communication""]","[""fixed_items""]","[""audio"", ""text""]","[""human_or_real_world""]","[""llm_judge""]","[""en"", ""de"", ""es"", ""fr"", ""it"", ""zh"", ""ja"", ""ko""]"
arxiv:2510.16924v1,2025-10,Does Visual Grounding Enhance the Understanding of Embodied Knowledge in Large Language Models?,excluded,null,null,null,null,null,null,null
arxiv:2510.16926v3,2025-10,Res-Bench: Benchmarking the Robustness of Multimodal Large Language Models to Dynamic Resolution Input,included,"[""answering_model""]","[""general_or_cross_domain"", ""mathematics_and_formal_reasoning""]","[""fixed_items""]","[""image"", ""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en"", ""zh""]"
arxiv:2510.16928v3,2025-10,ChiKhaPo: A Large-Scale Multilingual Benchmark for Evaluating Lexical Comprehension and Generation in Large Language Models,included,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""multilingual_unspecified""]"
arxiv:2510.17013v3,2025-10,DiscoTrack: A Multilingual LLM Benchmark for Discourse Tracking,included,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en"", ""zh"", ""cs"", ""fr"", ""de"", ""it"", ""pl"", ""pt"", ""ru"", ""es"", ""th"", ""tr""]"
arxiv:2510.17132v1,2025-10,Do LLMs Recognize Your Latent Preferences? A Benchmark for Latent Information Discovery in Personalized Interaction,included,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items"", ""interactive_loop""]","[""text""]","[""generative_model"", ""human_or_real_world""]","[""llm_judge""]","[""en""]"
arxiv:2510.17163v1,2025-10,TREAT: A Code LLMs Trustworthiness / Reliability Evaluation and Testing Framework,included,"[""answering_model""]","[""software_and_coding""]","[""fixed_items""]","[""text"", ""code"", ""image""]","[""human_or_real_world"", ""generative_model"", ""program_or_simulation""]","[""reference_or_metric"", ""execution_or_environment"", ""llm_judge""]","[""en""]"
arxiv:2510.17263v1,2025-10,TaxoAlign: Scholarly Taxonomy Generation Using Language Models,included,"[""answering_model""]","[""software_and_coding""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric"", ""llm_judge""]","[""en""]"
arxiv:2510.17281v7,2025-10,MemoryBench: A Benchmark for Memory and Continual Learning in LLM Systems,included,"[""answering_model""]","[""general_or_cross_domain"", ""law_and_public_policy"", ""software_and_coding"", ""natural_sciences""]","[""fixed_items"", ""interactive_loop""]","[""text""]","[""human_or_real_world"", ""generative_model""]","[""reference_or_metric"", ""llm_judge""]","[""en"", ""zh""]"
arxiv:2510.17305v2,2025-10,LongInsightBench: A Comprehensive Benchmark for Evaluating Omni-Modal Models on Human-Centric Long-Video Understanding,included,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""video"", ""audio"", ""text""]","[""human_or_real_world"", ""generative_model""]","[""reference_or_metric""]","[""en""]"
arxiv:2510.17389v1,2025-10,EduAdapt: A Question Answer Benchmark Dataset for Evaluating Grade-Level Adaptability in LLMs,included,"[""answering_model""]","[""education"", ""natural_sciences"", ""software_and_coding"", ""healthcare_biomedicine""]","[""fixed_items""]","[""text""]","[""generative_model""]","[""reference_or_metric"", ""llm_judge""]","[""en""]"
arxiv:2510.17460v2,2025-10,Evaluating Large Language Models on Urdu Idioms,excluded,null,null,null,null,null,null,null
arxiv:2510.17476v2,2025-10,Zoom In Disparities in Healthcare LLM Q&A,included,"[""answering_model""]","[""healthcare_biomedicine""]","[""fixed_items""]","[""text""]","[""human_or_real_world"", ""generative_model""]","[""other_model_judge""]","[""en"", ""de"", ""it"", ""tr"", ""zh""]"
arxiv:2510.17496v2,2025-10,I-RAVEN-X: Benchmarking Generalization and Robustness of Analogical and Mathematical Reasoning in Large Language and Reasoning Models,included,"[""answering_model""]","[""general_or_cross_domain"", ""mathematics_and_formal_reasoning""]","[""runtime_generated_items""]","[""text""]","[""program_or_simulation""]","[""reference_or_metric""]","[""en""]"
arxiv:2510.17509v3,2025-10,Annotation-Efficient Universal Honesty Alignment,included,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""llm_judge""]","[""en""]"
arxiv:2510.17516v4,2025-10,SimBench: Benchmarking the Ability of Large Language Models to Simulate Human Behaviors,included,"[""answering_model""]","[""social_sciences_and_humanities""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2510.17602v2,2025-10,LexChain: Modeling Legal Reasoning Chains for Chinese Tort Case Analysis,included,"[""answering_model""]","[""law_and_public_policy""]","[""fixed_items""]","[""text""]","[""human_or_real_world"", ""generative_model""]","[""llm_judge"", ""reference_or_metric""]","[""zh""]"
arxiv:2510.17638v2,2025-10,LLM-as-a-Prophet: Understanding Predictive Intelligence with Prophet Arena,included,"[""answering_model""]","[""general_or_cross_domain""]","[""runtime_generated_items""]","[""text"", ""structured_data""]","[""human_or_real_world""]","[""execution_or_environment""]","[""en""]"
arxiv:2510.17722v2,2025-10,MT-Video-Bench: A Holistic Video Understanding Benchmark for Evaluating Multimodal LLMs in Multi-Turn Dialogues,included,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text"", ""video""]","[""human_or_real_world"", ""generative_model""]","[""llm_judge""]","[""en""]"
arxiv:2510.17725v1,2025-10,AcademicEval: Live Long-Context LLM Benchmark,included,"[""answering_model""]","[""language_and_communication"", ""general_or_cross_domain""]","[""fixed_items"", ""runtime_generated_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric"", ""llm_judge""]","[""en""]"
arxiv:2510.17801v2,2025-10,Robobench: A Comprehensive Evaluation Benchmark for Multimodal Large Language Models as Embodied Brain,included,"[""answering_model""]","[""engineering""]","[""fixed_items""]","[""text"", ""image"", ""video""]","[""human_or_real_world"", ""generative_model""]","[""reference_or_metric"", ""llm_judge""]","[""en""]"
arxiv:2510.17868v3,2025-10,UniCode: Augmenting Evaluation for Code Reasoning,included,"[""answering_model""]","[""software_and_coding""]","[""fixed_items""]","[""text"", ""code""]","[""generative_model"", ""program_or_simulation""]","[""execution_or_environment""]","[""en""]"
arxiv:2510.17900v1,2025-10,Are LLMs Court-Ready? Evaluating Frontier Models on Indian Legal Reasoning,included,"[""answering_model""]","[""law_and_public_policy""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric"", ""human_judge""]","[""en""]"
arxiv:2510.17932v4,2025-10,From Charts to Code: A Hierarchical Benchmark for Multimodal Models,included,"[""answering_model""]","[""software_and_coding""]","[""fixed_items""]","[""text"", ""image"", ""code"", ""structured_data""]","[""human_or_real_world"", ""generative_model""]","[""execution_or_environment"", ""llm_judge""]","[""en""]"
arxiv:2510.17950v1,2025-10,RoboChallenge: Large-scale Real-robot Evaluation of Embodied Policies,included,"[""embodied_system""]","[""engineering""]","[""fixed_items"", ""interactive_loop""]","[""text"", ""image"", ""structured_data""]","[""human_or_real_world""]","[""execution_or_environment""]","[""en""]"
arxiv:2510.18003v2,2025-10,BadScientist: Can a Research Agent Write Convincing but Unsound Papers that Fool LLM Reviewers?,included,"[""answering_model""]","[""software_and_coding"", ""other""]","[""runtime_generated_items""]","[""text""]","[""generative_model"", ""human_or_real_world""]","[""llm_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2510.18113v1,2025-10,Investigating the Impact of Dark Patterns on LLM-Based Web Agents,included,"[""agent_or_tool_system""]","[""cybersecurity""]","[""fixed_items"", ""interactive_loop""]","[""text"", ""image""]","[""program_or_simulation""]","[""execution_or_environment""]","[""en""]"
arxiv:2510.18134v2,2025-10,Evaluating LLM Reasoning Beyond Correctness and CoT,excluded,null,null,null,null,null,null,null
arxiv:2510.18170v1,2025-10,AgentChangeBench: A Multi-Dimensional Evaluation Framework for Goal-Shift Robustness in Conversational AI,included,"[""agent_or_tool_system""]","[""finance_and_business""]","[""fixed_items"", ""interactive_loop""]","[""text"", ""structured_data""]","[""human_or_real_world"", ""generative_model""]","[""execution_or_environment"", ""llm_judge""]","[""en""]"
arxiv:2510.18173v2,2025-10,Moneyball with LLMs: Analyzing Tabular Summarization in Sports Narratives,included,"[""answering_model""]","[""other""]","[""fixed_items""]","[""text"", ""structured_data""]","[""human_or_real_world"", ""program_or_simulation""]","[""reference_or_metric""]","[""en""]"
arxiv:2510.18214v2,2025-10,VLSU: Mapping the Limits of Joint Multimodal Understanding for AI Safety,included,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text"", ""image""]","[""human_or_real_world"", ""generative_model""]","[""reference_or_metric"", ""llm_judge""]","[""en""]"
